name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",36.0,2.97,7.1,0.41,0.57,286.0,0.04,0.0
"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT",96.0,3.41,20.98,1.5,4.54,253.0,0.197,0.0
"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",61.0,1.95,13.86,0.77,3.18,12.0,0.077,0.0
"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",72.0,1.74,18.13,0.42,3.23,3.0,0.065,0.0
"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",79.0,2.41,19.44,0.5,3.56,3.0,0.077,0.0
"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT",79.0,2.55,18.71,0.67,3.07,245.0,0.066,0.0
"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",94.0,3.11,22.33,0.74,3.59,240.0,0.114,0.0
"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT",94.0,3.17,19.73,0.38,3.23,240.0,0.096,0.0
"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT",131.0,8.49,23.5,0.66,4.46,241.0,0.175,0.0
"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",23.0,1.9,3.8,0.6,3.11,244.0,0.02,0.0
"DANDELION GRNS,CKD,BLD,DRND,W/SALT",33.0,2.0,6.4,0.6,1.62,280.0,,0.0
"EGGPLANT,CKD,BLD,DRND,W/SALT",33.0,0.83,8.14,0.23,3.2,239.0,0.044,0.0
"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",54.0,0.66,13.75,0.34,5.17,257.0,0.027,0.0
"DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT",60.0,5.27,11.15,0.93,1.0,245.0,,0.0
"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",37.0,3.68,7.29,0.2,1.0,247.0,0.03,0.0
"KALE,CKD,BLD,DRND,W/SALT",28.0,1.9,5.63,0.4,1.25,259.0,0.052,0.0
"KALE,FRZ,CKD,BLD,DRND,W/SALT",30.0,2.84,5.23,0.49,1.34,251.0,0.063,0.0
"KOHLRABI,CKD,BLD,DRND,W/SALT",29.0,1.8,6.69,0.11,2.8,257.0,0.014,0.0
"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",32.0,3.2,5.0,0.7,0.62,265.0,0.052,0.0
"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT",31.0,0.81,7.62,0.2,2.11,246.0,0.027,0.0
"MUSHROOMS,WHITE,CKD,BLD,DRND,W/ SALT",28.0,2.17,5.29,0.47,2.34,238.0,0.061,0.0
"MUSHROOMS,SHIITAKE,CKD,W/SALT",56.0,1.56,14.39,0.22,3.84,240.0,0.05,0.0
"MUSTARD GRNS,CKD,BLD,DRND,W/SALT",15.0,2.26,2.1,0.24,0.1,252.0,0.012,0.0
"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT",19.0,2.27,3.11,0.25,0.32,261.0,0.013,0.0
"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT",12.0,1.3,2.13,0.17,0.25,343.0,0.027,0.0
"OKRA,CKD,BLD,DRND,W/SALT",22.0,1.87,4.51,0.21,2.4,241.0,0.045,0.0
"OKRA,FRZ,CKD,BLD,DRND,W/ SALT",34.0,1.63,6.41,0.24,2.87,239.0,0.063,0.0
"ONIONS,CKD,BLD,DRND,W/SALT",42.0,1.36,9.56,0.19,4.73,239.0,0.031,0.0
"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",26.0,0.77,6.0,0.1,2.9,248.0,0.016,0.0
"ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT",26.0,0.71,6.11,0.05,2.9,244.0,0.009,0.0
"PARSNIPS,CKD,BLD,DRND,W/SALT",71.0,1.32,17.01,0.3,4.8,246.0,0.05,0.0
"PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT",40.0,3.27,6.46,0.23,3.99,240.0,0.044,0.0
"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT",50.0,3.5,8.43,0.38,4.82,241.0,0.073,0.0
"PEAS,GRN,CKD,BLD,DRND,W/SALT",84.0,5.36,15.63,0.22,5.93,239.0,0.039,0.0
"PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",53.0,3.19,9.75,0.3,3.2,9.0,0.054,0.0
"PEAS,GRN,CND,NO SALT,DRND SOL",69.0,4.42,12.58,0.35,4.16,2.0,0.062,0.0
"PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT",78.0,5.15,14.26,0.27,4.65,323.0,0.049,0.0
"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",38.0,2.17,8.48,0.27,2.83,4.0,0.049,0.0
"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",48.0,3.09,10.12,0.42,4.36,304.0,0.077,0.0
"PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT",45.0,2.54,8.63,0.2,3.77,273.0,0.036,0.0
"PEPPERS,HOT CHILI,RED,RAW",40.0,1.87,8.81,0.44,5.3,9.0,0.042,0.0
"PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS",21.0,0.9,5.1,0.1,3.32,1173.0,0.01,0.0
"PEPPERS,SWT,RED,RAW",31.0,0.99,6.03,0.3,4.2,4.0,0.027,0.0
"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT",26.0,0.92,6.11,0.2,3.19,238.0,0.029,0.0
"PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT",28.0,0.92,6.7,0.2,4.39,2.0,0.029,0.0
"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT",26.0,0.92,6.11,0.2,4.39,238.0,0.029,0.0
"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",111.0,5.96,19.49,1.36,2.48,240.0,0.112,0.0
"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",20.0,2.3,3.1,0.4,1.6,254.0,,0.0
"POTATOES,BKD,FLESH & SKN,W/ SALT",93.0,2.5,21.15,0.13,1.18,10.0,0.035,0.0
"POTATOES,BKD,FLESH,W/SALT",93.0,1.96,21.55,0.1,1.7,241.0,0.026,0.0
"POTATOES,BKD,SKN,W/ SALT",198.0,4.29,46.06,0.1,1.4,257.0,0.026,0.0
"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT",87.0,1.87,20.13,0.1,0.87,240.0,0.026,0.0
"POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT",86.0,1.71,20.01,0.1,0.85,241.0,0.026,0.0
"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD",172.0,2.66,28.71,5.22,0.28,32.0,1.029,0.0
"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH",150.0,2.24,24.81,4.66,0.2,23.0,0.94,0.0
"PUMPKIN,CKD,BLD,DRND,W/SALT",20.0,0.72,4.9,0.07,1.02,237.0,0.037,0.0
"PUMPKIN,CANNED,WITH SALT",34.0,1.1,8.09,0.28,3.3,241.0,0.146,0.0
"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT",15.0,1.09,3.18,0.08,2.4,242.0,0.041,0.0
"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT",21.0,2.72,3.39,0.22,0.69,244.0,0.114,0.0
"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT",17.0,0.67,3.43,0.24,1.83,249.0,0.073,0.0
"RUTABAGAS,CKD,BLD,DRND,W/SALT",39.0,1.29,8.74,0.22,6.02,254.0,0.029,0.0
"SALSIFY,CKD,BLD,DRND,W/SALT",68.0,2.73,15.36,0.17,2.9,252.0,,0.0
"SPINACH,CKD,BLD,DRND,W/SALT",23.0,2.97,3.75,0.26,0.43,306.0,0.043,0.0
"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",34.0,4.01,4.8,0.87,0.51,322.0,0.036,0.0
"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT",20.0,0.91,4.31,0.31,2.59,237.0,0.064,0.0
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",19.0,1.04,3.79,0.39,2.48,237.0,0.064,0.0
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT",25.0,1.28,5.54,0.2,2.33,242.0,0.04,0.0
"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",16.0,1.03,3.3,0.17,1.5,237.0,0.035,0.0
"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT",15.0,1.14,2.69,0.36,1.71,239.0,0.072,0.0
"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT",14.0,1.15,2.97,0.13,1.69,238.0,0.027,0.0
"SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",37.0,0.89,8.85,0.35,3.3,237.0,0.072,0.0
"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",40.0,0.9,10.49,0.09,1.97,240.0,0.019,0.0
"SQUASH,WNTR,HUBBARD,BKD,W/ SALT",50.0,2.48,10.81,0.62,4.9,244.0,0.128,0.0
"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",30.0,1.48,6.46,0.37,2.93,241.0,0.076,0.0
"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT",27.0,0.66,6.46,0.26,2.53,254.0,0.062,0.0
"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT",93.0,4.31,19.95,0.89,2.21,281.0,0.166,0.0
"SWEET POTATO LEAVES,CKD,STMD,W/ SALT",34.0,2.32,7.32,0.3,5.42,249.0,0.065,0.0
"SWEET POTATO,CKD,BKD IN SKN,W/ SALT",92.0,2.01,20.71,0.15,11.09,246.0,0.052,0.0
"SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT",76.0,1.37,17.72,0.14,5.74,263.0,0.04,0.0
"TARO,COOKED,WITH SALT",142.0,0.52,34.6,0.11,0.49,251.0,0.023,0.0
"TOMATOES,RED,RIPE,CKD,W/ SALT",18.0,0.95,4.01,0.11,2.49,247.0,0.015,0.0
"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",17.0,0.78,4.0,0.13,2.38,10.0,0.018,0.0
"TOMATO JUC,CND,WO/SALT",17.0,0.76,4.24,0.05,3.56,10.0,0.008,0.0
"TOMATO PRODUCTS,CND,PASTE,W/SALT",82.0,4.32,18.91,0.47,12.18,790.0,0.1,0.0
"TOMATO PRODUCTS,CND,PUREE,W/SALT",38.0,1.65,8.98,0.21,4.83,399.0,0.029,0.0
"TURNIPS,CKD,BLD,DRND,W/SALT",22.0,0.71,5.06,0.08,2.99,286.0,0.008,0.0
"TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",21.0,1.53,3.76,0.24,1.76,272.0,0.025,0.0
"TURNIP GRNS,CKD,BLD,DRND,W/SALT",20.0,1.14,4.36,0.23,0.53,265.0,0.053,0.0
"TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT",29.0,3.35,4.98,0.42,0.75,251.0,0.099,0.0
"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",34.0,2.99,4.74,0.38,0.95,255.0,0.085,0.0
"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT",60.0,2.86,13.09,0.15,3.12,271.0,0.031,0.0
"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT",11.0,0.4,2.45,0.2,1.18,343.0,0.016,0.0
"YAM,CKD,BLD,DRND,OR BKD,W/SALT",114.0,1.49,26.99,0.14,0.49,244.0,0.029,0.0
"CORN,SWEET,WHITE,RAW",86.0,3.22,19.02,1.18,3.22,15.0,0.182,0.0
"CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",97.0,3.34,21.71,1.41,7.73,3.0,0.197,0.0
"CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT",97.0,3.34,21.71,1.41,7.73,253.0,0.197,0.0
"CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL",81.0,2.62,18.59,1.0,2.4,323.0,0.154,0.0
"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",72.0,1.74,18.13,0.42,2.21,285.0,0.065,0.0
"CORN,SWT,WHITE,CND,CRM STYLE,NO SALT",72.0,1.74,18.13,0.42,2.21,3.0,0.065,0.0
"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",80.0,2.75,19.56,0.43,3.12,5.0,0.066,0.0
"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",80.0,2.75,19.56,0.43,3.12,245.0,0.066,0.0
"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP",20.0,1.08,4.45,0.21,3.26,5.0,0.031,0.0
"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,WO/ SALT",16.0,0.95,3.31,0.18,2.86,4.0,0.027,0.0
"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,W/ SALT",16.0,0.95,3.31,0.18,2.86,240.0,0.027,0.0
"PEPPERS,SWT,RED,SAUTEED",133.0,1.04,6.57,12.75,4.28,21.0,1.557,0.0
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",81.0,8.47,6.53,4.45,0.43,246.0,0.617,0.0
"PEPPERS,SWT,RED,FREEZE-DRIED",314.0,17.9,68.7,3.0,40.77,193.0,0.447,0.0
"BEANS,SNAP,YEL,CND,REG PK,DRND SOL",20.0,1.15,4.5,0.1,0.96,251.0,0.022,0.0
"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",20.0,1.15,4.5,0.1,0.96,2.0,0.022,0.0
"POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",113.0,1.86,16.81,4.22,1.43,317.0,2.613,0.0
CATSUP,97.0,1.74,25.15,0.31,22.77,1114.0,0.043,0.0
"PICKLES,CUCUMBER,DILL OR KOSHER DILL",12.0,0.6,2.59,0.14,1.31,875.0,0.036,0.0
"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED",29.0,3.28,4.44,0.58,2.26,11.0,0.067,0.0
"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)",91.0,0.58,21.15,0.41,18.27,457.0,0.067,0.0
"PICKLES,CUCUMBER,SOUR",11.0,0.33,2.26,0.2,1.06,1208.0,0.052,0.0
"PIMENTO,CANNED",23.0,1.1,5.1,0.3,2.71,14.0,0.045,0.0
"PICKLE RELISH,SWEET",130.0,0.37,35.06,0.47,29.13,811.0,0.054,0.0
"PICKLES,CUCUMBER,SOUR,LO NA",11.0,0.33,2.26,0.2,1.06,18.0,0.052,0.0
"PICKLES,CUCUMBER,DILL,LO NA",18.0,0.62,4.13,0.19,1.92,18.0,0.05,0.0
"PICKLES,CUCUMBER,SWT,LO NA (INCLUDES BREAD & BUTTER PICKLES)",122.0,0.37,33.73,0.26,26.68,18.0,0.067,0.0
"CATSUP,LOW SODIUM",97.0,1.74,25.15,0.31,22.77,20.0,0.043,0.0
"MUSHROOMS,ENOKI,RAW",37.0,2.66,7.81,0.29,0.22,3.0,0.02,0.0
"RADICCHIO,RAW",23.0,1.43,4.48,0.25,0.6,22.0,0.06,0.0
"TOMATILLOS,RAW",32.0,0.96,5.84,1.02,3.93,1.0,0.139,0.0
"TOMATOES,SUN-DRIED",258.0,14.11,55.76,2.97,37.59,247.0,0.426,0.0
"ARUGULA,RAW",25.0,2.58,3.65,0.66,2.05,27.0,0.086,0.0
"CARROTS,BABY,RAW",35.0,0.64,8.24,0.13,4.76,78.0,0.023,0.0
"PEPPERS,HOT CHILE,SUN-DRIED",324.0,10.58,69.86,5.81,41.06,91.0,0.813,0.0
"NOPALES,RAW",16.0,1.32,3.33,0.09,1.15,21.0,0.016,0.0
"NOPALES,CKD,WO/SALT",15.0,1.35,3.28,0.05,1.12,20.0,0.006,0.0
"CAULIFLOWER,GREEN,RAW",31.0,2.95,6.09,0.3,3.03,23.0,0.047,0.0
"BROCCOLI,CHINESE,COOKED",22.0,1.14,3.81,0.72,0.84,7.0,0.11,0.0
"GRAPE LEAVES,RAW",93.0,5.6,17.31,2.12,6.3,9.0,0.336,0.0
"PEPPER,BANANA,RAW",27.0,1.66,5.35,0.45,1.95,13.0,0.048,0.0
"PEPPERS,SERRANO,RAW",32.0,1.74,6.7,0.44,3.83,10.0,0.059,0.0
"PEPPERS,JALAPENO,RAW",29.0,0.91,6.5,0.37,4.12,3.0,0.092,0.0
"PEPPERS,HUNGARIAN,RAW",29.0,0.8,6.7,0.41,3.53,1.0,0.046,0.0
"PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT",121.0,1.5,26.64,0.9,23.88,527.0,0.149,0.0
"MUSHROOMS,OYSTER,RAW",33.0,3.31,6.09,0.41,1.11,18.0,0.062,0.0
"MUSHROOMS,WHITE,MICROWAVED",35.0,3.91,6.04,0.46,0.0,17.0,0.06,0.0
"MUSHROOMS,MAITAKE,RAW",31.0,1.94,6.97,0.19,2.07,1.0,0.03,0.0
"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,RAW",22.0,2.11,3.87,0.35,2.5,9.0,0.06,0.0
"PUMPKIN&SQUASH SD KRNLS,DRIED",559.0,30.23,10.71,49.05,1.4,7.0,8.659,0.0
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT",574.0,29.84,14.71,49.05,1.29,18.0,8.544,0.0
"SESAME SEEDS,WHOLE,DRIED",573.0,17.73,23.45,49.67,0.3,11.0,6.957,0.0
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)",567.0,16.96,26.04,48.0,0.48,39.0,6.722,0.0
"SUNFLOWER SD KRNLS,DRIED",584.0,20.78,20.0,51.46,2.62,9.0,4.455,0.0
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",582.0,19.33,24.07,49.8,2.73,3.0,5.219,0.0
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",592.0,20.06,22.89,51.3,3.11,3.0,7.068,0.0
"SUNFLOWER SD BUTTER,WO/SALT",617.0,17.28,23.32,55.2,10.54,3.0,4.678,0.0
ALMONDS,575.0,21.22,21.67,49.42,3.89,1.0,3.731,0.0
"ALMONDS,BLANCHED",590.0,21.4,18.67,52.52,4.63,19.0,3.953,0.0
"ALMONDS,DRY RSTD,WO/SALT",595.0,21.06,21.2,52.05,4.93,3.0,4.03,0.0
"ALMONDS,OIL RSTD,WO/SALT",607.0,21.23,17.68,55.17,4.55,1.0,4.208,0.0
ALMOND PASTE,458.0,9.0,47.81,27.74,36.25,9.0,2.629,0.0
"BRAZILNUTS,DRIED,UNBLANCHED",656.0,14.32,12.27,66.43,2.33,3.0,15.137,0.0
"CASHEW NUTS,DRY RSTD,WO/SALT",574.0,15.31,32.69,46.35,5.01,16.0,9.157,0.0
"CASHEW NUTS,OIL RSTD,WO/SALT",580.0,16.84,29.87,47.77,5.01,13.0,8.478,0.0
"NUTS,CASHEW NUTS,RAW",553.0,18.22,30.19,43.85,5.91,12.0,7.783,0.0
"COCONUT MEAT,RAW",354.0,3.33,15.23,33.49,6.23,20.0,28.470739999999992,0.0
"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",660.0,6.88,23.65,64.53,7.35,37.0,28.470739999999992,0.0
"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",456.0,3.13,51.85,27.99,36.75,285.0,26.396,0.0
"NUTS,COCNT CRM,CND,SWTND",357.0,1.17,53.21,16.31,51.5,36.0,15.472,0.0
"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",230.0,2.29,5.54,23.84,3.34,15.0,21.14,0.0
COCONUT H2O (LIQ FROM COCONUTS),19.0,0.72,3.71,0.2,2.61,105.0,0.176,0.0
HAZELNUTS OR FILBERTS,628.0,14.95,16.7,60.75,4.34,0.0,4.464,0.0
"HAZELNUTS OR FILBERTS,BLANCHED",629.0,13.7,17.0,61.15,3.49,0.0,4.669,0.0
"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",646.0,15.03,17.6,62.4,4.89,0.0,4.511,0.0
"MACADAMIA NUTS,RAW",718.0,7.91,13.82,75.77,4.57,5.0,12.061,0.0
"MACADAMIA NUTS,DRY RSTD,WO/SALT",718.0,7.79,13.38,76.08,4.14,4.0,,0.0
"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT",607.0,20.04,21.05,53.95,4.15,5.0,8.711,0.0
PECANS,691.0,9.17,13.86,71.97,3.97,0.0,6.18,0.0
"PECANS,DRY RSTD,WO/SALT",710.0,9.5,13.55,74.27,4.06,1.0,6.283,0.0
"PECANS,OIL RSTD,WO/SALT",715.0,9.2,13.01,75.23,3.97,1.0,7.238,0.0
"NUTS,PINE NUTS,DRIED",673.0,13.69,13.08,68.37,3.59,2.0,4.899,0.0
"PISTACHIO NUTS,RAW",562.0,20.27,27.51,45.39,7.66,1.0,5.556,0.0
"PISTACHIO NUTS,DRY RSTD,WO/SALT",567.0,20.95,29.38,44.82,7.74,6.0,5.456,0.0
"WALNUTS,BLACK,DRIED",618.0,24.06,9.91,59.0,1.1,2.0,3.368,0.0
"WALNUTS,ENGLISH",654.0,15.23,13.71,65.21,2.61,2.0,6.126,0.0
"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",595.0,17.0,21.19,53.76,0.49,115.0,7.529,0.0
"CHESTNUTS,EUROPEAN,RSTD",245.0,3.17,52.96,2.2,10.6,2.0,0.414,0.0
"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",501.0,2.88,47.67,35.49,43.17,262.0,28.470739999999992,0.0
"ALMOND BUTTER,PLN,WO/SALT",614.0,20.96,18.82,55.5,4.43,7.0,4.152,0.0
"SESAME SD KRNLS,DRIED (DECORT)",631.0,20.45,11.73,61.21,0.48,47.0,9.055,0.0
"SEEDS,FLAXSEED",534.0,18.29,28.88,42.16,1.55,30.0,3.663,0.0
"PUMPKIN&SQUASH SD KRNLS,RSTD,W/SALT",574.0,29.84,14.71,49.05,1.29,256.0,8.544,0.0
"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",567.0,16.96,26.04,48.0,0.48,588.0,6.722,0.0
"SUNFLOWER SD KRNLS,DRY RSTD,W/SALT",582.0,19.33,24.07,49.8,2.73,410.0,5.219,0.0
"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",592.0,20.06,22.89,51.3,3.11,410.0,7.068,0.0
"SUNFLOWER SD BUTTER,W/SALT",617.0,17.28,23.32,55.2,10.54,331.0,4.678,0.0
"ALMONDS,DRY RSTD,W/SALT",595.0,21.06,21.2,52.05,4.93,339.0,4.03,0.0
"ALMONDS,OIL RSTD,W/SALT",607.0,21.23,17.68,55.17,4.55,339.0,4.208,0.0
"CASHEW NUTS,DRY RSTD,W/SALT",574.0,15.31,32.69,46.35,5.01,640.0,9.157,0.0
"CASHEW NUTS,OIL RSTD,W/SALT",581.0,16.84,30.16,47.77,5.01,308.0,8.478,0.0
"CASHEW BUTTER,PLN,W/SALT",587.0,17.56,27.57,49.41,5.01,614.0,9.763,0.0
"MACADAMIA NUTS,DRY RSTD,W/SALT",716.0,7.79,12.83,76.08,4.14,265.0,11.947,0.0
"MIXED NUTS,DRY RSTD,W/PNUTS,W/SALT",594.0,17.3,25.35,51.45,4.64,669.0,6.899,0.0
"NUTS,MXD NUTS,OIL RSTD,W/ PNUTS,W/ SALT ADDED",607.0,20.04,21.05,53.95,4.15,273.0,8.711,0.0
"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS,W/ SALT ADDED",615.0,15.52,22.27,56.17,4.38,306.0,9.087,0.0
"PECANS,DRY RSTD,W/SALT",710.0,9.5,13.55,74.27,4.06,383.0,6.283,0.0
"PECANS,OIL RSTD,W/SALT",715.0,9.2,13.01,75.23,3.97,393.0,7.238,0.0
"PISTACHIO NUTS,DRY RSTD,W/SALT",564.0,20.95,28.66,44.82,7.74,428.0,5.456,0.0
"ALMOND BUTTER,PLN,W/SALT",614.0,20.96,18.82,55.5,4.43,215.0,4.152,0.0
"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",117.0,23.07,0.0,2.69,0.0,55.0,1.032,0.0
"BEEF,RTL CUTS,FAT,RAW",674.0,8.21,0.0,70.89,0.0,26.0,28.470739999999992,0.0
"BEEF,RTL CUTS,FAT,CKD",680.0,10.65,0.0,70.33,0.0,23.0,28.470739999999992,0.0
"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",155.0,20.72,0.0,7.37,0.0,79.0,2.59,0.0
"BEEF,GRASS-FED,GROUND,RAW",192.0,19.42,0.0,12.73,0.0,68.0,5.335,0.0
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",280.0,28.97,0.0,17.37,0.0,49.0,6.888,0.0
"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",165.0,21.22,0.0,8.29,0.0,54.0,3.443,0.0
"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",263.0,26.98,0.0,16.44,0.0,70.0,6.92,0.0
"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",202.0,27.55,0.0,9.31,0.0,53.0,3.84,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW",149.0,21.72,0.0,6.29,0.0,57.0,2.612,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",237.0,28.02,0.0,13.0,0.0,72.0,5.54,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",194.0,27.82,0.0,8.32,0.0,56.0,3.452,0.0
"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD",265.0,26.58,0.0,16.76,0.0,53.0,6.506,0.0
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",205.0,28.88,0.0,9.01,0.0,60.0,3.43,0.0
"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",471.0,21.57,0.0,41.98,0.0,50.0,17.8,0.0
"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",295.0,30.76,0.0,18.13,0.0,58.0,7.74,0.0
"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",191.0,29.21,0.0,7.31,0.0,64.0,2.56,0.0
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",221.0,32.21,0.0,9.24,0.0,52.0,3.638,0.0
"USDA CMDTY,BF,CND",246.0,20.52,0.0,17.57,0.0,187.0,8.59,0.0
"BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW",149.0,21.17,0.0,6.57,0.0,52.0,2.65,0.0
"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD",216.0,30.54,0.0,10.46,0.0,65.0,4.002,0.0
