name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",136.0,21.29,0.0,5.7,0.0,55.0,1.875,0.0
"BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW",130.0,21.46,0.0,4.87,0.0,61.0,2.08,0.0
"BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,SEL,RAW",147.0,21.03,0.0,6.95,0.0,52.0,1.568,0.0
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",200.0,29.23,0.4,9.02,0.0,63.0,2.987,0.0
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED",188.0,29.62,0.2,7.64,0.0,63.0,3.361,0.0
"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED",217.0,28.64,0.7,11.09,0.0,64.0,2.425,0.0
"BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",201.0,27.95,0.89,9.53,0.0,61.0,3.014,0.0
"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,CHOIC,CKD,RSTD",185.0,28.61,0.75,7.53,0.0,62.0,3.498,0.0
"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,SEL,CKD,RSTD",225.0,26.95,1.1,12.54,0.0,61.0,2.29,0.0
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",146.0,22.38,0.1,6.22,0.0,60.0,2.1,0.0
"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,CHOC,RAW",138.0,22.81,0.0,5.21,0.0,66.0,2.419,0.0
"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW",159.0,21.74,0.71,7.73,0.0,58.0,1.621,0.0
"BEEF,LOIN,TOP SIRLOIN FILET,BNLS,LN,0"" FAT,ALL GRDS,CKD,GRLD",172.0,30.43,0.0,5.62,0.0,59.0,1.803,0.0
"BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILD",167.0,30.75,0.0,4.93,0.0,60.0,1.978,0.0
"BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",180.0,29.95,0.03,6.64,0.0,55.0,1.541,0.0
"BEEF,LOIN,TOP SIRLON PTIT RST,BLS,LN,0"" FAT,AL GRDS,CKD,RSTD",171.0,28.94,0.0,6.15,0.0,56.0,1.742,0.0
"BEEF,LOIN,TOP SIRLOIN PETITE RST,BNLS,LN,0"" FAT,SEL,CKD,RSTD",178.0,28.37,0.18,7.14,0.0,57.0,1.364,0.0
"BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW",130.0,22.95,0.0,4.24,0.0,65.0,1.285,0.0
"BEEF,LOIN,TOP SIRLON PETITE RST/FILET,BNLS,LN,0"" FAT,SEL,RAW",138.0,22.73,0.0,5.27,0.0,57.0,1.125,0.0
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",136.0,22.47,0.14,5.08,0.0,66.0,1.683,0.0
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,CHOIC,RAW",128.0,22.87,0.0,4.01,0.0,66.0,1.962,0.0
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,SEL,RAW",150.0,21.88,0.51,6.68,0.0,56.0,1.265,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",251.0,24.45,1.61,16.26,0.0,86.0,5.566,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",235.0,25.04,1.29,14.37,0.0,87.0,5.961,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",274.0,23.57,2.07,19.09,0.0,76.0,4.974,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",184.0,19.52,1.52,11.06,0.0,87.0,4.066,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",173.0,19.95,1.34,9.81,0.0,88.0,4.359,0.0
"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,RAW",199.0,18.88,1.79,12.93,0.0,82.0,3.626,0.0
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",203.0,28.57,0.28,9.68,0.0,56.0,3.205,0.0
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",191.0,29.16,0.0,8.23,0.0,56.0,3.616,0.0
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",221.0,27.69,0.86,11.86,0.0,85.0,2.588,0.0
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",183.0,27.89,0.0,7.91,0.0,54.0,2.587,0.0
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",170.0,28.4,0.0,6.24,0.0,55.0,3.053,0.0
"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",202.0,27.12,0.05,10.41,0.0,81.0,1.887,0.0
"BEEF,LOIN,TOP SRL CP STK,BNLS,LN & FT,1/8"" FT,ALGDS,CKD,GRLD",245.0,25.7,1.16,15.34,0.0,89.0,5.35,0.0
"BEEF,LOIN,TOP SRLN CAP STK,BLS,LN & FAT,1/8"" FAT,CHC,CKD,GLD",243.0,25.92,0.43,15.31,0.0,87.0,5.092,0.0
"BEEF,LOIN,TOP SRLN CAP STK,BLS,LN & FAT,1/8"" FAT,SEL,CKD,GLD",249.0,25.36,2.25,15.38,0.0,82.0,5.737,0.0
"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN & FAT,1/8"" FAT,AL GDS,RW",196.0,19.73,0.0,12.99,0.0,80.0,4.619,0.0
"BEEF,LOIN,TOP SIRLOIN CAP STK,BNLS,LN & FAT,1/8"" FAT,CHC,RAW",183.0,20.06,0.0,11.41,0.0,81.0,5.079,0.0
"BEEF,LOIN,TOP SIRLOIN CAP STK,BNLS,LN & FAT,1/8"" FAT,SEL,RAW",215.0,19.24,0.0,15.37,0.0,76.0,3.93,0.0
"BEEF,TOP LOIN FILET,BNLS,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLD",245.0,27.23,0.68,14.83,0.0,92.0,4.817,0.0
"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILD",227.0,27.92,0.46,12.62,0.0,94.0,5.454,0.0
"BEEF,TOP LOIN FILET,BNLESS,LN & FAT,1/8"" FAT,SEL,CKD,GRILLED",272.0,26.19,1.01,18.14,0.0,81.0,3.862,0.0
"BEEF,TOP LOIN PET RST,BNLS,LN & FAT,1/8"" FAT,AL GDS,CKD,RSTD",235.0,26.56,1.06,13.81,0.0,91.0,4.361,0.0
"BEEF,TOP LOIN PETI RST,BNLS,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",218.0,27.26,0.93,11.68,0.0,93.0,4.824,0.0
"BEEF,TOP LOIN PETITE RST,BNLS,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",260.0,25.51,1.26,17.0,0.0,80.0,3.666,0.0
"BEEF,TOP LOIN PETIT RST/FILT,BNS,LN & FAT,1/8"" FAT,AL GRD,RW",192.0,20.85,0.39,11.92,0.0,88.0,3.547,0.0
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,CHC,RW",176.0,21.5,0.0,10.02,0.0,89.0,4.043,0.0
"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN & FAT,1/8"" FAT,SEL,RW",216.0,19.87,1.01,14.77,0.0,83.0,2.803,0.0
"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD",159.0,25.9,0.0,5.42,0.0,71.0,1.828,0.0
"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD",203.0,26.13,0.0,10.16,0.0,68.0,3.25,0.0
"BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW",129.0,19.63,0.0,5.02,0.0,64.0,1.414,0.0
"BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",172.0,26.82,0.0,6.34,0.0,74.0,2.037,0.0
"BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD",173.0,26.36,0.0,6.75,0.0,71.0,2.144,0.0
"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",175.0,28.6,0.0,5.82,0.0,68.0,2.489,0.0
"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,BRSD",189.0,29.34,0.0,7.04,0.0,60.0,2.271,0.0
"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",154.0,25.73,0.0,5.72,0.0,73.0,1.721,0.0
"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",151.0,26.08,0.0,5.24,0.0,68.0,2.09,0.0
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",219.0,25.77,0.0,12.93,0.0,68.0,4.162,0.0
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,SEL,CKD,BRLD",193.0,25.67,0.0,9.99,0.0,67.0,3.533,0.0
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",209.0,24.61,0.0,12.26,0.0,71.0,4.285,0.0
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",188.0,27.3,0.0,8.76,0.0,72.0,3.349,0.0
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",186.0,28.22,0.0,7.25,0.0,67.0,3.09,0.0
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",177.0,28.41,0.0,6.14,0.0,67.0,2.642,0.0
"BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",213.0,26.13,0.0,12.05,0.0,75.0,4.666,0.0
"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",248.0,23.51,0.0,17.13,0.0,92.0,7.083,0.0
"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",257.0,29.97,0.0,15.18,0.0,72.0,5.707,0.0
"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",153.0,25.87,0.0,5.52,0.0,71.0,1.871,0.0
"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",209.0,25.73,0.0,11.73,0.0,67.0,3.906,0.0
"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",200.0,25.7,0.0,10.84,0.0,71.0,3.904,0.0
"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED",182.0,28.29,0.0,6.8,0.0,67.0,2.911,0.0
"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",137.0,21.41,0.0,5.0,0.0,66.0,2.25,0.0
"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",171.0,26.29,0.0,6.55,0.0,65.0,2.977,0.0
"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",164.0,25.8,0.0,5.94,0.0,71.0,2.698,0.0
"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",193.0,29.17,0.0,7.58,0.0,85.0,3.441,0.0
"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",174.0,27.31,0.0,6.37,0.0,58.0,2.891,0.0
"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",176.0,20.0,0.0,10.0,0.0,66.0,4.058,0.0
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",217.0,26.11,0.0,11.73,0.0,68.0,4.627,0.0
"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",204.0,25.21,0.0,10.68,0.0,75.0,4.218,0.0
"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",230.0,28.45,0.0,12.04,0.0,87.0,4.752,0.0
"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",214.0,26.62,0.0,11.1,0.0,61.0,4.379,0.0
"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",215.0,18.59,0.0,15.0,0.0,66.0,5.866,0.0
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",250.0,25.93,0.0,15.48,0.0,72.0,5.887,0.0
"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",232.0,24.62,0.0,14.02,0.0,79.0,5.335,0.0
"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",256.0,27.73,0.0,15.3,0.0,89.0,5.821,0.0
"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",240.0,25.93,0.0,14.36,0.0,64.0,5.464,0.0
"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",254.0,17.17,0.0,20.0,0.0,67.0,7.673,0.0
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",271.0,25.75,0.0,17.82,0.0,75.0,6.758,0.0
"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",246.0,24.04,0.0,15.94,0.0,83.0,6.051,0.0
"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",272.0,27.0,0.0,17.36,0.0,91.0,6.593,0.0
"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",254.0,25.25,0.0,16.17,0.0,67.0,6.138,0.0
"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",293.0,15.76,0.0,25.0,0.0,67.0,9.481,0.0
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",278.0,25.56,0.0,18.72,0.0,78.0,7.238,0.0
"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",248.0,23.45,0.0,16.44,0.0,87.0,6.36,0.0
"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",277.0,26.28,0.0,18.21,0.0,93.0,7.044,0.0
"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",254.0,24.56,0.0,16.5,0.0,70.0,6.382,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",134.0,22.53,0.0,4.2,0.0,55.0,1.553,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",148.0,22.06,0.0,5.93,0.0,55.0,2.191,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",127.0,22.27,0.0,3.54,0.0,56.0,1.307,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,RAW",133.0,23.07,0.0,3.88,0.0,57.0,1.432,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",188.0,30.87,0.0,6.22,0.0,66.0,2.369,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",194.0,29.07,0.0,7.76,0.0,62.0,2.953,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",170.0,29.34,0.0,4.96,0.0,62.0,1.889,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177.0,29.44,0.0,5.73,0.0,62.0,2.183,0.0
"BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",164.0,28.45,0.0,4.67,0.0,38.0,1.608,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD",163.0,29.59,0.0,4.11,0.0,39.0,1.416,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177.0,31.61,0.0,4.65,0.0,43.0,1.602,0.0
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",205.0,34.46,0.0,6.43,0.0,46.0,2.216,0.0
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",128.0,22.19,0.0,4.31,0.0,59.0,1.476,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",196.0,33.15,0.0,6.0,0.0,54.0,2.274,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",127.0,21.57,0.0,3.84,0.0,74.0,1.425,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",124.0,22.6,0.0,3.0,0.0,60.0,1.027,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",169.0,29.73,0.0,4.71,0.0,38.0,1.624,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",141.0,22.33,0.0,5.04,0.0,56.0,1.864,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",200.0,29.04,0.0,8.39,0.0,60.0,3.195,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",153.0,22.12,0.0,6.52,0.0,56.0,2.412,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",214.0,34.66,0.0,7.36,0.0,56.0,2.788,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",132.0,22.11,0.0,4.19,0.0,74.0,1.553,0.0
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",163.0,28.0,0.0,5.72,0.0,37.0,1.972,0.0
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",216.0,34.34,0.0,7.73,0.0,45.0,2.663,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",189.0,29.3,0.0,7.09,0.0,61.0,2.7,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",138.0,22.93,0.0,5.15,0.0,57.0,1.905,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",185.0,31.82,0.0,5.45,0.0,42.0,1.878,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",135.0,22.91,0.0,4.09,0.0,61.0,1.399,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",178.0,29.42,0.0,5.84,0.0,61.0,2.224,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",131.0,22.09,0.0,4.08,0.0,56.0,1.508,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",139.0,21.96,0.0,5.05,0.0,74.0,1.875,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",129.0,21.69,0.0,4.06,0.0,75.0,1.508,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",224.0,34.72,0.0,8.37,0.0,56.0,3.17,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",203.0,33.13,0.0,6.79,0.0,53.0,2.572,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",128.0,22.88,0.0,3.38,0.0,57.0,1.158,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,RAW",140.0,22.69,0.0,4.78,0.0,57.0,1.637,0.0
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",140.0,22.22,0.0,4.96,0.0,56.0,1.699,0.0
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",179.0,27.56,0.0,6.77,0.0,36.0,2.334,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",175.0,29.87,0.0,5.3,0.0,39.0,1.828,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",193.0,32.04,0.0,6.25,0.0,42.0,2.154,0.0
"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD",228.0,34.22,0.0,9.02,0.0,45.0,3.109,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",148.0,22.12,0.0,5.91,0.0,57.0,2.183,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",158.0,22.17,0.0,7.07,0.0,57.0,2.612,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",135.0,21.91,0.0,4.62,0.0,57.0,1.709,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",202.0,28.29,0.0,9.05,0.0,58.0,3.445,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",155.0,22.78,0.0,6.43,0.0,58.0,2.378,0.0
"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",206.0,29.01,0.0,9.1,0.0,59.0,3.465,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",187.0,29.51,0.0,6.72,0.0,61.0,2.56,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",201.0,29.16,0.0,8.45,0.0,60.0,3.217,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",125.0,22.26,0.0,3.32,0.0,77.0,1.232,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",124.0,21.45,0.0,3.61,0.0,76.0,1.34,0.0
"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",205.0,34.6,0.0,6.35,0.0,57.0,2.406,0.0
"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",189.0,33.18,0.0,5.21,0.0,55.0,1.973,0.0
"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",119.0,22.31,0.0,2.62,0.0,62.0,0.898,0.0
"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW",129.0,23.13,0.0,3.37,0.0,64.0,1.154,0.0
"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW",128.0,22.18,0.0,3.66,0.0,62.0,1.253,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",195.0,29.58,0.0,7.63,0.0,62.0,2.907,0.0
"BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",94.0,11.71,1.99,4.05,0.0,68.0,1.357,0.0
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW",142.0,21.26,0.0,5.63,0.0,54.0,1.729,0.0
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD",193.0,26.34,0.0,9.73,0.0,54.0,3.527,0.0
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW",154.0,21.17,0.0,7.06,0.0,54.0,2.132,0.0
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD",179.0,27.17,0.0,6.95,0.0,58.0,2.517,0.0
"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW",129.0,21.34,0.0,4.21,0.0,54.0,1.5,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",126.0,21.07,0.0,3.95,0.0,54.0,1.376,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW",130.0,20.76,0.0,4.55,0.0,52.0,1.556,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW",122.0,21.38,0.0,3.35,0.0,58.0,1.147,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",186.0,27.89,0.0,7.4,0.0,57.0,3.07,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD",178.0,27.96,0.0,6.48,0.0,59.0,2.688,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",141.0,21.57,0.0,5.47,0.0,55.0,2.058,0.0
"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,RAW",137.0,21.43,0.0,5.0,0.0,53.0,2.074,0.0
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",278.0,18.12,0.12,22.15,0.0,61.0,8.939,0.0
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",276.0,17.77,0.0,22.21,0.0,58.0,8.963,0.0
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",298.0,28.66,0.0,19.47,0.0,46.0,8.219,0.0
"POPCORN,OIL-POPPED,LOFAT",402.0,10.72,76.04,6.1,0.65,627.0,1.184,0.0
"SNACKS,POPCORN,UNPOPPED KRNLS",375.0,10.87,74.0,4.31,0.91,7.0,0.64,0.0
"SNACKS,CANDY ROLLS,YOGURT-COVERED,FRUIT FLAV W/ HI VIT C",359.0,0.46,74.64,6.53,39.15,8.0,5.096,0.0
"FORM BAR,MARS SNACK US,SNICKERSMARATHONCHEWCHOCPNUT BAR",396.0,24.29,47.24,13.12,32.86,462.0,4.728,0.0
"FORM BAR,MARS SNKF US,SNICKERS MARATHON MULTIGRNCRUNCH",422.0,18.49,57.27,13.18,33.04,418.0,4.794,0.0
"FORM BAR,MARS SNACK US,SNICKERS MARATHON DOUBLE CHOC NUT BAR",343.0,22.35,52.47,8.99,22.67,333.0,4.847,0.0
"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER",463.0,5.88,64.69,20.78,44.29,268.0,10.411,0.0
